# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1714421	1716172	+	AGJPKI_08085	fadD25	Putative fatty-acid--CoA ligase fadD25	COG:COG0318, COG:I, EC:6.2.1.-, GO:0005886, GO:0006633, GO:0016874, GO:0070566, RefSeq:WP_003900359.1, SO:0001217, UniParc:UPI00012780A0, UniRef:UniRef100_A0A0H3L9R9, UniRef:UniRef50_P9WQ44, UniRef:UniRef90_P9WQ44
contig_1	cds	1716291	1719827	-	AGJPKI_08090	mmpL12	RND transporter MmpL12	BlastRules:WP_003898915, COG:COG2409, COG:R, GO:0005829, GO:0005886, GO:0009274, GO:0052572, SO:0001217, UniRef:UniRef50_P9WJT6, UniRef:UniRef90_P9WJT6
contig_1	cds	1720030	1720815	+	AGJPKI_08095		Methyltransferase	SO:0001217, UniParc:UPI00005EE566, UniRef:UniRef100_A0A062WFL7, UniRef:UniRef50_Q9CD86, UniRef:UniRef90_A0A062WFL7
contig_1	cds	1720845	1722089	+	AGJPKI_08100	yjiC	Uncharacterized glycosyltransferase Rv1524	COG:COG1819, COG:G, EC:2.4.-.-, GO:0005975, GO:0008194, GO:0016758, GO:0030259, GO:0033072, RefSeq:WP_003407671.1, SO:0001217, UniParc:UPI000013AD15, UniRef:UniRef100_P9WN06, UniRef:UniRef50_P9WN06, UniRef:UniRef90_P9WN06
contig_1	cds	1722136	1722921	+	AGJPKI_08105	wbbL2	Uncharacterized protein Rv1525	COG:COG1216, COG:G, RefSeq:WP_003407672.1, SO:0001217, UniParc:UPI000013AD17, UniRef:UniRef100_P9WLV2, UniRef:UniRef50_P9WLV2, UniRef:UniRef90_P9WLV2
contig_1	cds	1722899	1724179	-	AGJPKI_08110	yjiC	Uncharacterized protein Rv1526c	COG:COG1819, COG:G, GO:0005975, GO:0008194, GO:0016758, GO:0030259, GO:0033072, RefSeq:WP_003407676.1, SO:0001217, UniParc:UPI000013AD19, UniRef:UniRef100_P9WLV0, UniRef:UniRef50_P9WLV0, UniRef:UniRef90_P9WLV0
contig_1	cds	1724202	1730504	-	AGJPKI_08115	pks2	sulfolipid-1 biosynthesis phthioceranic/hydroxyphthioceranic acid synthase	COG:COG3321, COG:Q, EC:2.3.1.-, GO:0004312, GO:0004315, GO:0005737, GO:0005829, GO:0005886, GO:0006633, GO:0009274, GO:0016491, GO:0031177, GO:0071770, SO:0001217, UniRef:UniRef50_O53901, UniRef:UniRef90_O53901
contig_1	cds	1731072	1731512	-	AGJPKI_08120		Polyketide synthase	SO:0001217, UniParc:UPI000169A2CB, UniRef:UniRef100_A0A0E8TTH7, UniRef:UniRef50_A0A0E8TTH7, UniRef:UniRef90_A0A0E8TTH7
contig_1	cds	1731621	1733375	+	AGJPKI_08125	menE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	COG:COG0318, COG:I, RefSeq:WP_003898920.1, SO:0001217, UniParc:UPI00000D5FE3, UniRef:UniRef100_A0A045HKI0, UniRef:UniRef50_P9WQ44, UniRef:UniRef90_A0A045HKI0
contig_1	cds	1733492	1734595	+	AGJPKI_08130	adh	putative alcohol dehydrogenase adh	COG:COG1063, COG:ER, EC:1.1.1.1, GO:0004022, GO:0008270, GO:0016616, GO:0046187, RefSeq:WP_003407690.1, SO:0001217, UniParc:UPI00000D5FE9, UniRef:UniRef100_P9WQC2, UniRef:UniRef50_P9WQC2, UniRef:UniRef90_P9WQC2
contig_1	cds	1734592	1735158	+	AGJPKI_08135	yciW	Alkylhydroperoxidase family enzyme, contains CxxC motif	COG:COG2128, COG:P, RefSeq:WP_003407692.1, SO:0001217, UniParc:UPI00000D0FD0, UniRef:UniRef100_A0A2I7W6V7, UniRef:UniRef50_A0A7I7KQZ4, UniRef:UniRef90_A0A7U9K3V4
contig_1	cds	1735235	1735669	-	AGJPKI_08140	paaI	Acyl-CoA thioesterase PaaI, contains HGG motif	COG:COG2050, COG:Q, RefSeq:WP_003407695.1, SO:0001217, UniParc:UPI00000D10AA, UniRef:UniRef100_A0A1R3XYK8, UniRef:UniRef50_A0A1R3XYK8, UniRef:UniRef90_A0A1R3XYK8
contig_1	cds	1735729	1736856	+	AGJPKI_08145	yrpB	Putative monooxygenase Rv1533	COG:COG2070, COG:R, EC:1.13.12.-, GO:0004314, GO:0005829, GO:0006633, GO:0018580, RefSeq:WP_003898921.1, SO:0001217, UniParc:UPI00000C0994, UniRef:UniRef100_O06179, UniRef:UniRef50_O06179, UniRef:UniRef90_O06179
contig_1	cds	1736853	1737530	+	AGJPKI_08150		Putative transcriptional regulator	RefSeq:WP_003407700.1, SO:0001217, UniParc:UPI00000D5F7B, UniRef:UniRef100_A0A7U8UJP3, UniRef:UniRef50_A0A7Y3LQH3, UniRef:UniRef90_R4MGF5
contig_1	ncRNA-region	1737628	1737797	+			M-box riboswitch (ykoK leader)	RFAM:RF00380, SO:0000140
contig_1	cds	1738095	1738331	+	AGJPKI_08155		Rv1535 family protein	RefSeq:WP_003407710.1, SO:0001217, UniParc:UPI00000D1150, UniRef:UniRef100_A0A1R3XYL3, UniRef:UniRef50_I0RVG2, UniRef:UniRef90_A0A1R3XYL3
contig_1	cds	1738638	1741763	+	AGJPKI_08160	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0006428, GO:0008270, RefSeq:WP_003407714.1, SO:0001217, UniParc:UPI00001364FA, UniRef:UniRef100_P9WFV2, UniRef:UniRef50_Q4JW85, UniRef:UniRef90_P9WFV2
contig_1	cds	1741975	1743366	+	AGJPKI_08165	dinB1	DNA polymerase IV	COG:COG0389, COG:L, EC:2.7.7.7, GO:0000287, GO:0003684, GO:0003887, GO:0005829, GO:0005886, GO:0006261, GO:0009432, GO:0042276, RefSeq:WP_003904641.1, SO:0001217, UniParc:UPI0000165294, UniRef:UniRef100_A0A679LG06, UniRef:UniRef50_P63986, UniRef:UniRef90_P63986
contig_1	cds	1743331	1744296	-	AGJPKI_08170	ansA	L-asparaginase	COG:COG0252, COG:JE, EC:3.5.1.1, GO:0004067, GO:0005576, GO:0006530, GO:0042597, SO:0001217, UniParc:UPI000252D2AA, UniRef:UniRef100_A0A0H3L968, UniRef:UniRef50_P63628, UniRef:UniRef90_P63628
contig_1	cds	1744465	1744971	+	AGJPKI_08175	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, SO:0001217, UniParc:UPI00005EE56D, UniRef:UniRef100_A0A8E0BZ66, UniRef:UniRef50_P65263, UniRef:UniRef90_P65263
contig_1	cds	1745006	1745890	+	AGJPKI_08180	rluA	Uncharacterized RNA pseudouridine synthase Mb1567	COG:COG0564, COG:J, EC:5.4.99.-, GO:0000455, GO:0003723, GO:0120159, SO:0001217, UniParc:UPI00005EE56E, UniRef:UniRef100_P9WHQ2, UniRef:UniRef50_P9WHQ2, UniRef:UniRef90_P9WHQ2
contig_1	cds	1745897	1746490	-	AGJPKI_08185	lprI	Lipoprotein LprI	COG:COG4461, COG:V, GO:0005576, GO:0005886, GO:0009986, RefSeq:WP_003407725.1, SO:0001217, UniParc:UPI000012E887, UniRef:UniRef100_P65319, UniRef:UniRef50_P65319, UniRef:UniRef90_P65319
contig_1	cds	1746545	1746955	-	AGJPKI_08190	glbN	group 1 truncated hemoglobin GlbN	BlastRules:WP_003407730, COG:COG2346, COG:P, GO:0005344, GO:0005737, GO:0005829, GO:0008379, GO:0008941, GO:0019825, GO:0020037, GO:0034599, GO:0045454, GO:0046210, GO:0046872, GO:0051410, RefSeq:WP_003407730.1, SO:0001217, UniParc:UPI0000111D3C, UniRef:UniRef100_P0A593, UniRef:UniRef50_P0A593, UniRef:UniRef90_P0A593
contig_1	cds	1747183	1748208	+	AGJPKI_08195	yqjQ	Uncharacterized oxidoreductase Rv1543	COG:COG0300, COG:R, EC:1.-.-.-, GO:0005886, GO:0009274, GO:0016020, GO:0016491, RefSeq:WP_003407734.1, SO:0001217, UniParc:UPI000013AD33, UniRef:UniRef100_P9WGS0, UniRef:UniRef50_P9WGS0, UniRef:UniRef90_P9WGS0
contig_1	cds	1748213	1749016	+	AGJPKI_08200	yqjQ	Short-chain dehydrogenase	COG:COG0300, COG:R, RefSeq:WP_003407737.1, SO:0001217, UniParc:UPI00000D1235, UniRef:UniRef100_A0A1R3XZJ9, UniRef:UniRef50_A0A655I2Z8, UniRef:UniRef90_A0A655I2Z8
contig_1	cds	1749077	1749310	-	AGJPKI_08205		Transposase	SO:0001217, UniParc:UPI0004E6B2D0, UniRef:UniRef100_A0A0E8NS67, UniRef:UniRef50_A0A0E8NS67, UniRef:UniRef90_A0A0E8NS67
contig_1	cds	1749314	1749745	+	AGJPKI_08210		Uncharacterized protein Rv1546	GO:0005886, RefSeq:WP_003407748.1, SO:0001217, UniParc:UPI000013AD3C, UniRef:UniRef100_P9WLU6, UniRef:UniRef50_P9WLU6, UniRef:UniRef90_P9WLU6
contig_1	cds	1749813	1753367	+	AGJPKI_08215	dnaE	DNA polymerase III subunit alpha	COG:COG0587, COG:L, EC:2.7.7.7, GO:0003887, GO:0005737, GO:0005886, GO:0006260, GO:0008408, GO:0009274, RefSeq:WP_003407751.1, SO:0001217, UniParc:UPI00001296DA, UniRef:UniRef100_P63978, UniRef:UniRef50_P63978, UniRef:UniRef90_P63978
contig_1	cds	1753416	1755698	-	AGJPKI_08220	pPE21	Uncharacterized PPE family protein PPE21	GO:0005886, GO:0052572, SO:0001217, UniParc:UPI0000165053, UniRef:UniRef100_P9WI20, UniRef:UniRef50_P9WI20, UniRef:UniRef90_P9WI20
contig_1	cds	1755726	1756157	+	AGJPKI_08225		Uncharacterized protein Rv1549	SO:0001217, UniParc:UPI0001B469E0, UniRef:UniRef100_P9WLU4, UniRef:UniRef50_P9WLU4, UniRef:UniRef90_P9WLU4
contig_1	cds	1756163	1757551	+	AGJPKI_08230	fadD11	Putative fatty-acid--CoA ligase fadD11	COG:COG1022, COG:I, EC:6.2.1.-, GO:0005886, GO:0006631, GO:0009274, GO:0016405, SO:0001217, UniParc:UPI00005EE572, UniRef:UniRef100_A0A0E8WSE0, UniRef:UniRef50_P9WQ52, UniRef:UniRef90_P9WQ52
contig_1	cds	1757565	1759430	+	AGJPKI_08235	plsB1	lysophospholipid acyltransferase	GO:0004366, GO:0005886, GO:0006072, GO:0006631, GO:0008654, GO:0009274, GO:0019432, RefSeq:WP_003407762.1, SO:0001217, UniParc:UPI0000131C26, UniRef:UniRef100_P65735, UniRef:UniRef50_P65735, UniRef:UniRef90_P65735
contig_1	cds	1759558	1759791	+	AGJPKI_08240		Rieske domain-containing protein	RefSeq:WP_003407763.1, SO:0001217, UniParc:UPI0001902251, UniRef:UniRef100_A0A0E8UJ20, UniRef:UniRef50_A0A1V2QHT5, UniRef:UniRef90_A0A7I7MQD0
contig_1	cds	1759801	1761552	+	AGJPKI_08245	frdA	fumarate reductase (quinol) flavoprotein subunit	COG:C, COG:COG1053, EC:1.3.5.1, GO:0000104, GO:0005886, GO:0008202, GO:0009055, GO:0009061, GO:0033765, GO:0050660, GO:0102040, RefSeq:WP_003898925.1, SO:0001217, UniParc:UPI000012ABDD, UniRef:UniRef100_P64175, UniRef:UniRef50_P00363, UniRef:UniRef90_P64175
contig_1	cds	1761555	1762298	+	AGJPKI_08250	frdB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	COG:C, COG:COG0479, RefSeq:WP_003900366.1, SO:0001217, UniParc:UPI0001278104, UniRef:UniRef100_A0A0E9AKT2, UniRef:UniRef50_A0A6I7P1W5, UniRef:UniRef90_A0A0E9AKT2
contig_1	cds	1762295	1762675	+	AGJPKI_08255	frdC	fumarate reductase subunit C	GO:0000104, GO:0045284, RefSeq:WP_003407768.1, SO:0001217, UniParc:UPI0000165055, UniRef:UniRef100_P9WNB6, UniRef:UniRef50_P9WNB6, UniRef:UniRef90_P9WNB6
contig_1	cds	1762672	1763049	+	AGJPKI_08260	frdD	fumarate reductase subunit FrdD	EC:1.3.5.1, GO:0006099, GO:0009055, GO:0009061, GO:0045284, GO:0046872, GO:0051537, GO:0051538, GO:0051539, GO:0102040, KEGG:K00245, RefSeq:WP_003407771.1, SO:0001217, UniParc:UPI000012ABEF, UniRef:UniRef100_P9WN88, UniRef:UniRef50_P9WN88, UniRef:UniRef90_P9WN88
contig_1	cds	1763198	1763725	+	AGJPKI_08265	acrR	Uncharacterized HTH-type transcriptional regulator Mb1581	COG:COG1309, COG:K, GO:0003677, GO:0010468, SO:0001217, UniParc:UPI00005EE576, UniRef:UniRef100_A0A0E7W9E0, UniRef:UniRef50_P9WMD0, UniRef:UniRef90_P9WMD0
contig_1	cds	1763879	1765057	+	AGJPKI_08270	mmpL6	putative transport protein MmpL6	COG:COG2409, COG:R, GO:0005886, GO:0010033, SO:0001217, UniParc:UPI00005EE577, UniRef:UniRef100_A0A0E9AMX9, UniRef:UniRef50_P9WJU8, UniRef:UniRef90_P9WJU8
contig_1	cds	1765067	1765513	+	AGJPKI_08275		F420H(2)-dependent quinone reductase	BlastRules:WP_003406364, BlastRules:WP_003407780, EC:1.1.98.-, GO:0005886, GO:0016491, KEGG:K00540, RefSeq:WP_003407780.1, SO:0001217, UniParc:UPI000013AD54, UniRef:UniRef100_P9WP10, UniRef:UniRef50_P9WP10, UniRef:UniRef90_P9WP10
contig_1	cds	1765548	1766837	+	AGJPKI_08280	ilvA	threonine ammonia-lyase	COG:COG1171, COG:E, EC:4.3.1.19, GO:0003941, GO:0004794, GO:0005886, GO:0006565, GO:0006566, GO:0006567, GO:0009097, GO:0030170, RefSeq:WP_003407781.1, SO:0001217, UniParc:UPI0000136D4C, UniRef:UniRef100_P66898, UniRef:UniRef50_P66898, UniRef:UniRef90_P66898
contig_1	cds	1766890	1767093	+	AGJPKI_08285	vapB11	Uncharacterized protein Mb1586	COG:COG5450, COG:K, GO:0045727, GO:0075136, GO:0097351, GO:0098754, RefSeq:WP_009935474.1, SO:0001217, UniParc:UPI00005EE578, UniRef:UniRef100_P9WLU2, UniRef:UniRef50_P9WLU2, UniRef:UniRef90_P9WLU2
contig_1	cds	1767099	1767503	+	AGJPKI_08290	vapC11	type II toxin-antitoxin system toxin ribonuclease VapC11	BlastRules:WP_003407786, COG:COG1487, COG:V, EC:3.1.-.-, GO:0000287, GO:0004540, RefSeq:WP_003407786.1, SO:0001217, UniParc:UPI000013AD5B, UniRef:UniRef100_P64880, UniRef:UniRef50_P64880, UniRef:UniRef90_P64880
contig_1	cds	1767520	1769262	-	AGJPKI_08295	treZ	malto-oligosyltrehalose trehalohydrolase	COG:COG0296, COG:G, EC:3.2.1.141, GO:0005829, GO:0005992, GO:0030980, GO:0033942, RefSeq:WP_003407788.1, SO:0001217, UniParc:UPI000013735D, UniRef:UniRef100_P9WQ22, UniRef:UniRef50_P9WQ22, UniRef:UniRef90_P9WQ22
contig_1	cds	1769255	1771552	-	AGJPKI_08300	treY	malto-oligosyltrehalose synthase	COG:COG3280, COG:G, EC:5.4.99.15, GO:0005829, GO:0005992, GO:0030980, GO:0047470, RefSeq:WP_003407790.1, SO:0001217, UniParc:UPI0000137359, UniRef:UniRef100_P9WQ20, UniRef:UniRef50_P9WQ20, UniRef:UniRef90_P9WQ20
contig_1	cds	1771556	1773721	-	AGJPKI_08305	glgX	glycogen debranching protein GlgX	COG:COG1523, COG:G, EC:3.2.1.-, GO:0004133, GO:0004553, GO:0005980, RefSeq:WP_003898930.1, SO:0001217, UniParc:UPI000012B5E4, UniRef:UniRef100_P0A4Y5, UniRef:UniRef50_P0A4Y5, UniRef:UniRef90_P0A4Y5
contig_1	cds	1773760	1775949	-	AGJPKI_08310	oafA	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	COG:COG1835, COG:M, RefSeq:WP_003407794.1, SO:0001217, UniParc:UPI00000D6012, UniRef:UniRef100_A0A1R3XYP2, UniRef:UniRef50_A0A5S9NZ59, UniRef:UniRef90_R4MDF0
contig_1	cds	1776048	1776740	-	AGJPKI_08315	ripD	NlpC/P60 family peptidoglycan-binding protein RipD	RefSeq:WP_003407798.1, SO:0001217, UniParc:UPI0000165295, UniRef:UniRef100_Q7D8A9, UniRef:UniRef50_A0A8E0E320, UniRef:UniRef90_A0A8E0E320
contig_1	cds	1776980	1777429	-	AGJPKI_08320		Membrane protein	RefSeq:WP_003911567.1, SO:0001217, UniParc:UPI0001D31758, UniRef:UniRef100_A0A2I7W6W0, UniRef:UniRef50_A0A2I7W6W0, UniRef:UniRef90_A0A2I7W6W0
contig_1	cds	1777446	1778825	+	AGJPKI_08325	bioA	adenosylmethionine--8-amino-7-oxononanoate transaminase	COG:COG0161, COG:H, EC:2.6.1.62, GO:0004015, GO:0005737, GO:0009102, GO:0030170, KEGG:K00833, SO:0001217, UniParc:UPI00031FCE23, UniRef:UniRef100_P0A4X7, UniRef:UniRef50_P46395, UniRef:UniRef90_P0A4X7
contig_1	cds	1778822	1779982	+	AGJPKI_08330	bioF1	8-amino-7-oxononanoate synthase	COG:COG0156, COG:H, EC:2.3.1.47, GO:0008710, GO:0009102, GO:0030170, RefSeq:WP_003407805.1, SO:0001217, UniParc:UPI000012698E, UniRef:UniRef100_P9WQ86, UniRef:UniRef50_A0QX65, UniRef:UniRef90_P9WQ86
contig_1	cds	1779979	1780659	+	AGJPKI_08335	bioD	dethiobiotin synthase	COG:COG0132, COG:H, EC:6.3.3.3, GO:0000287, GO:0004141, GO:0005524, GO:0005829, GO:0009102, RefSeq:WP_003407806.1, SO:0001217, UniParc:UPI0000165057, UniRef:UniRef100_O52587, UniRef:UniRef50_A0QX66, UniRef:UniRef90_A5U2S7
contig_1	cds	1780659	1781168	+	AGJPKI_08340	thpR	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)	COG:COG1514, COG:J, RefSeq:WP_003900369.1, SO:0001217, UniParc:UPI000127813B, UniRef:UniRef100_A0A0H3LFW1, UniRef:UniRef50_A0A1X0LGD7, UniRef:UniRef90_G0TJF5
contig_1	cds	1781314	1782276	-	AGJPKI_08345		HNHc domain-containing protein	SO:0001217, UniRef:UniRef50_B2HGI8, UniRef:UniRef90_A5TYG7
contig_1	cds	1783109	1784206	+	AGJPKI_08350	bioB	biotin synthase BioB	COG:COG0502, COG:H, EC:2.8.1.6, GO:0004076, GO:0005506, GO:0005886, GO:0009102, GO:0009274, GO:0051537, GO:0051539, SO:0001217, UniParc:UPI00005EE57D, UniRef:UniRef100_A0A0E7TCZ8, UniRef:UniRef50_Q2J6H8, UniRef:UniRef90_P0A507
contig_1	cds	1784207	1784446	+	AGJPKI_08355		Uncharacterized protein Rv1590	GO:0052559, RefSeq:WP_003407914.1, SO:0001217, UniParc:UPI000013ADA7, UniRef:UniRef100_P9WLT6, UniRef:UniRef50_P9WLT6, UniRef:UniRef90_P9WLT6
contig_1	cds	1784443	1785108	+	AGJPKI_08360		Uncharacterized protein Rv1591	GO:0005576, GO:0005886, RefSeq:WP_003407924.1, SO:0001217, UniParc:UPI000016529A, UniRef:UniRef100_A0A045KJR9, UniRef:UniRef50_Q49626, UniRef:UniRef90_P9WLT4
contig_1	cds	1785273	1786613	-	AGJPKI_08365		putative inactive lipase Rv1592c	GO:0004806, GO:0016042, RefSeq:WP_003407926.1, SO:0001217, UniParc:UPI00001A9013, UniRef:UniRef100_P9WK88, UniRef:UniRef50_P9WK89, UniRef:UniRef90_P9WK89
contig_1	cds	1786870	1787580	-	AGJPKI_08370		Hydrolase, NUDIX family protein	RefSeq:WP_003898937.1, SO:0001217, UniParc:UPI00000CCB1D, UniRef:UniRef100_A0A655A200, UniRef:UniRef50_D6ZDC6, UniRef:UniRef90_A0A655A200
contig_1	cds	1787629	1788678	+	AGJPKI_08375	nadA	quinolinate synthase NadA	COG:COG0379, COG:H, EC:2.5.1.72, GO:0005829, GO:0008987, GO:0009274, GO:0034628, GO:0046872, GO:0051539, KEGG:K03517, RefSeq:WP_003407931.1, SO:0001217, UniParc:UPI000012FC64, UniRef:UniRef100_P65498, UniRef:UniRef50_P65498, UniRef:UniRef90_P65498
contig_1	cds	1788675	1790261	+	AGJPKI_08380	nadB	L-aspartate oxidase	COG:COG0029, COG:H, EC:1.4.3.16, GO:0000166, GO:0005737, GO:0008202, GO:0008734, GO:0033765, GO:0034628, GO:0044318, SO:0001217, UniParc:UPI00005EE57E, UniRef:UniRef100_P65500, UniRef:UniRef50_Q49617, UniRef:UniRef90_P65500
contig_1	cds	1790261	1791118	+	AGJPKI_08385	nadC	carboxylating nicotinate-nucleotide diphosphorylase	COG:COG0157, COG:H, EC:2.4.2.19, GO:0004514, GO:0005737, GO:0005886, GO:0009274, GO:0009435, GO:0034213, KEGG:K00767, RefSeq:WP_003898939.1, SO:0001217, UniParc:UPI000012FC9A, UniRef:UniRef100_P9WJJ6, UniRef:UniRef50_P9WJJ6, UniRef:UniRef90_P9WJJ6
contig_1	cds	1791167	1791925	+	AGJPKI_08390		Methyltransf-11 domain-containing protein	RefSeq:WP_003898940.1, SO:0001217, UniParc:UPI000016505A, UniRef:UniRef100_A0A1R3XYT4, UniRef:UniRef50_A5U2V3, UniRef:UniRef90_A5U2V3
contig_1	cds	1791946	1792356	-	AGJPKI_08395		Nitroreductase	RefSeq:WP_003407939.1, SO:0001217, UniParc:UPI00000D102E, UniRef:UniRef100_A0A1R3XYT8, UniRef:UniRef50_F5YTF4, UniRef:UniRef90_R4LXN5
contig_1	cds	1792438	1793772	+	AGJPKI_08400	hisD	Histidinol dehydrogenase	COG:COG0141, COG:E, EC:1.1.1.23, GO:0000105, GO:0004399, GO:0005737, GO:0005829, GO:0008270, GO:0009274, GO:0051287, SO:0001217, UniParc:UPI0001C54E0B, UniRef:UniRef100_P63951, UniRef:UniRef50_Q8NNT5, UniRef:UniRef90_P63951
contig_1	cds	1793769	1794911	+	AGJPKI_08405	hisC	histidinol-phosphate transaminase	COG:COG0079, COG:E, EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, KEGG:K00817, RefSeq:WP_003407947.1, SO:0001217, UniParc:UPI000012C703, UniRef:UniRef100_P0A679, UniRef:UniRef50_Q82AA5, UniRef:UniRef90_P0A679
contig_1	cds	1794908	1795540	+	AGJPKI_08410	hisB	imidazoleglycerol-phosphate dehydratase HisB	COG:COG0131, COG:E, EC:4.2.1.19, GO:0000105, GO:0004424, GO:0005737, GO:0046872, RefSeq:WP_003407950.1, SO:0001217, UniParc:UPI000012C861, UniRef:UniRef100_P64369, UniRef:UniRef50_A0QX83, UniRef:UniRef90_A0QHI0
contig_1	cds	1795537	1796157	+	AGJPKI_08415	hisH	imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0006541, GO:0009274, GO:0016829, RefSeq:WP_003407952.1, SO:0001217, UniParc:UPI000016505C, UniRef:UniRef100_P59957, UniRef:UniRef50_P9WMM1, UniRef:UniRef90_P9WMM1
contig_1	cds	1796170	1796904	+	AGJPKI_08420	priA	bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA	COG:COG0106, COG:E, GO:0000105, GO:0000162, GO:0003949, GO:0004640, GO:0005737, RefSeq:WP_003407955.1, SO:0001217, UniParc:UPI000012C7D1, UniRef:UniRef100_P60579, UniRef:UniRef50_P16250, UniRef:UniRef90_P60579
contig_1	cds	1796912	1797724	+	AGJPKI_08425	impA	putative inositol 1-monophosphatase ImpA	COG:COG0483, COG:G, EC:3.1.3.25, GO:0005886, GO:0006020, GO:0006021, GO:0007165, GO:0008934, GO:0046854, GO:0046855, GO:0046872, GO:0052832, GO:0052833, RefSeq:WP_003407957.1, SO:0001217, UniParc:UPI000016505D, UniRef:UniRef100_A0A045J103, UniRef:UniRef50_O53907, UniRef:UniRef90_O53907
contig_1	cds	1797726	1798529	+	AGJPKI_08430	hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, RefSeq:WP_003898942.1, SO:0001217, UniParc:UPI000012C82F, UniRef:UniRef100_A5U2W1, UniRef:UniRef50_A5U2W1, UniRef:UniRef90_A5U2W1
contig_1	cds	1798526	1798873	+	AGJPKI_08435	hisI	phosphoribosyl-AMP cyclohydrolase	COG:COG0139, COG:E, EC:3.5.4.19, GO:0000105, GO:0000287, GO:0004635, GO:0005737, GO:0008270, RefSeq:WP_003407963.1, SO:0001217, UniParc:UPI000012C7AB, UniRef:UniRef100_P0A5B4, UniRef:UniRef50_P60543, UniRef:UniRef90_P0A5B4
contig_1	cds	1799054	1800136	+	AGJPKI_08440	chaA	Cation (Ca2+/Na+/K+)/H+ antiporter ChaA	COG:COG0387, COG:P, RefSeq:WP_003898943.1, SO:0001217, UniParc:UPI00000D5EE9, UniRef:UniRef100_A0A045ISP6, UniRef:UniRef50_A2SEH0, UniRef:UniRef90_G0TJV7
contig_1	cds	1800171	1800635	-	AGJPKI_08445	bcpB	peroxiredoxin BcpB	BlastRules:WP_003407974, COG:COG1225, COG:O, EC:1.11.1.24, GO:0005737, GO:0008379, GO:0034599, GO:0045454, RefSeq:WP_003407974.1, SO:0001217, UniParc:UPI00000D5EB3, UniRef:UniRef100_P9WID8, UniRef:UniRef50_P9WID8, UniRef:UniRef90_P9WID8
contig_1	cds	1800776	1802326	+	AGJPKI_08450	trpE	anthranilate synthase component I	COG:COG0147, COG:EH, EC:4.1.3.27, GO:0000162, GO:0000287, GO:0004049, GO:0005886, RefSeq:WP_003407977.1, SO:0001217, UniParc:UPI00001375C3, UniRef:UniRef100_P67002, UniRef:UniRef50_A0QX93, UniRef:UniRef90_P67002
contig_1	cds	1802364	1803023	+	AGJPKI_08455		TIGR02234 family membrane protein	RefSeq:WP_003911573.1, SO:0001217, UniParc:UPI00005EE586, UniRef:UniRef100_A0A1R3XYU4, UniRef:UniRef50_A0A0Q2MAE9, UniRef:UniRef90_A0A8S7LKN8
contig_1	cds	1803113	1803931	+	AGJPKI_08460	trpC	indole-3-glycerol phosphate synthase TrpC	COG:COG0134, COG:E, EC:4.1.1.48, GO:0000162, GO:0004425, RefSeq:WP_003407990.1, SO:0001217, UniParc:UPI0000137552, UniRef:UniRef100_P0A633, UniRef:UniRef50_A0QX95, UniRef:UniRef90_P9WFX6
contig_1	cds	1803967	1805232	+	AGJPKI_08465	trpB	tryptophan synthase subunit beta	COG:COG0133, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005737, RefSeq:WP_016721143.1, SO:0001217, UniParc:UPI0001C54E0A, UniRef:UniRef100_P66985, UniRef:UniRef50_Q7TTS6, UniRef:UniRef90_P66985
contig_1	cds	1805232	1806044	+	AGJPKI_08470	trpA	tryptophan synthase subunit alpha	COG:COG0159, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005829, GO:0005886, RefSeq:WP_003407999.1, SO:0001217, UniParc:UPI00001374E1, UniRef:UniRef100_P66981, UniRef:UniRef50_Q740P2, UniRef:UniRef90_P66981
contig_1	cds	1806041	1807450	+	AGJPKI_08475	lgt	prolipoprotein diacylglyceryl transferase	COG:COG0682, COG:M, EC:2.5.1.145, GO:0005886, GO:0008961, GO:0042158, SO:0001217, UniParc:UPI00005F6225, UniRef:UniRef100_Q7VEW5, UniRef:UniRef50_Q7VEW5, UniRef:UniRef90_Q7VEW5
